id,sprite_url,gif_url
1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/1.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/1.gif
2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/2.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/2.gif
3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/3.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/3.gif
4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/4.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/4.gif
5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/5.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/5.gif
6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/6.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/6.gif
7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/7.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/7.gif
8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/8.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/8.gif
9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/9.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/9.gif
10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/10.gif
11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/11.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/11.gif
12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/12.gif
13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/13.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/13.gif
14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/14.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/14.gif
15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/15.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/15.gif
16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/16.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/16.gif
17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/17.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/17.gif
18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/18.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/18.gif
19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/19.gif
20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/20.gif
21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/21.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/21.gif
22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/22.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/22.gif
23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/23.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/23.gif
24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/24.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/24.gif
25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/25.gif
